# Amusing_Name,redshift_amusing,def_name,SN_name,SN_type,pgc,hl_names(pgc),objtype,al1950,de1950,celposb(pgc),al2000,de2000,celposj(pgc),l2,b2,sgl,sgb,f_astrom,type,bar,ring,multiple,compactness,t,e_t,lc,e_lc,logd25,e_logd25,logr25,e_logr25,pa,brief,e_brief,bt,e_bt,it,e_it,ubt,bvt,ube,bve,vmaxg,e_vmaxg,vmaxs,e_vmaxs,vdis,e_vdis,mg2,e_mg2,m21,e_m21,mfir,vrad,e_vrad,vopt,e_vopt,v,e_v,ag,ai,incl,a21,lambda,logdc,btc,ubtc,bvtc,bri25,vrot,e_vrot,m21c,hic,vlg,vgsr,vvir,v3k,modz,mod0,mabs,Pointings,RA_pointing,DEC_pointing,RA_SN,DEC_SN,Source,RA_DSS,DEC_DSS,offset_RA,offset_DEC
anon20,0.046031,[WLF2008]J140732.38-263305.6,SN2008cf,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,14:07:32,-26:33:06,14:07:33,-26:33:07,P95,14:07:33,-26:33:07,--,--
E284-G32,0.019173,ESO284-G032,SN2008ff,Ia,64319,PGC064319/IRAS20104-4430/FAIR0885/ESOLV2840320/ESO284-032/2MASXJ20135626-4421040,G,20.1743257,-44.5029754,B201027.6-443011,20.2322944,-44.3511111,J201356.3-442104,355.7690616,-32.8831995,222.2136498,27.3019531,0,S0-a,B,R,,,0.2,0.7,,,1.073,0.057,0.0,0.047,,20.123,0.326,13.7,0.2,,,,,,,,,,,,,,,,,11.839,,,5747.6,19.5,5747.6,19.5,0.219,0.0,0.0,0.02,,1.094,13.395,,,22.806,,,,,5683.5,5737.0,5592.8,5595.1,34.553,,-21.158,1.0,20:13:57,-44:21:04,20:14:00,-44:21:08,P95,20:13:56.26,-44:21:004.0,56.1024,-4.00004000002
anon21,0.05904,2MASXJ22104396-2047256,SN2008go,Ia,836926,PGC836926/NPM1G-21.0533/6dFJ2210440-204726/2MASXJ22104396-2047256,G,22.1328691,-21.037042,B220758.3-210213,22.1788774,-20.7904229,J221044.0-204726,33.863885,-52.8995665,260.6679715,29.680895,0,,,,,,,,,,0.64,0.079,0.1,0.028,38.5,,,16.707,0.296,14.245,0.079,,,,,,,,,,,,,,,,,,18679.5,42.9,18679.5,42.9,0.16,,38.13,0.02,,,16.36,,,23.647,,,,,18769.2,18756.4,18599.8,18371.9,37.207,,-20.848,1.0,22:10:44,-20:47:16,22:10:45,-20:47:17,P95,22:10:43.96,-20:47:25.52,15.6203999999,8.52243999999
M-02-01-14,0.038329,MCG-02-01-014,SN2008hj,Ia,282,PGC000282/MCG-02-01-014/6dFJ0004015-111027/2MASXJ00040151-1110275,G,0.0244192,-11.4526252,B000127.9-112709,0.0670872,-11.174213,J000401.5-111027,85.715967,-70.5384479,282.0791961,8.9702545,0,Sa,,R,,,1.3,1.3,,,0.951,0.047,0.091,0.027,,,,14.947,0.305,13.6,0.081,,,,,,,,,,,,,,,,,,11360.0,39.0,11360.0,39.0,0.155,0.096,38.02,0.02,,0.962,14.554,,,23.328,,,,,11491.6,11430.7,11285.3,11023.0,36.097,,-21.543,1.0,00:04:01,-11:10:24,00:04:02,-11:10:08,P95,00:04:01.51,-11:10:27.17,7.2912,19.1668
E570-G20,0.027705,ESO570-G020,SN2009aa,Ia,34991,PGC034991/MCG-04-27-009/ESO570-020/6dFJ1123410-221614,G,11.3532293,-21.9959094,B112111.6-215945,11.3947064,-22.2706104,J112340.9-221614,277.5489708,36.2384593,133.8698513,-26.6348794,0,Sb,,,,,3.2,2.1,,,0.863,0.053,0.207,0.024,75.0,,,15.083,0.32,13.335,0.075,,,,,,,,,,,,,,,,,,8306.2,55.4,8306.2,55.4,0.147,0.312,54.1,0.03,,0.869,14.561,,,22.786,,,,,8039.4,8125.8,8203.7,8651.4,35.39,,-20.829,1.0,11:23:36,-22:15:46,11:23:42,-22:16:15,P95,11:23:40.94,-22:16:014.2,15.8543999999,-0.80256
M-03-10-52,0.025074,MCG-03-10-052,SN2009D,Ia,14075,PGC014075/MCG-03-10-052/IRAS03521-1920/ESOLV5490310/ESO549-031/AGC023036/6dFJ0354247-191125/2MASXJ03542465-1911250,?,3.8696689,-19.3364561,B035210.8-192011,3.9068551,-19.1902319,J035424.7-191125,212.2550428,-47.4315782,284.9611015,-46.9006479,0,Sb,,,,,3.2,1.3,,,1.05,0.049,0.361,0.034,25.52,21.406,0.321,14.845,0.196,13.033,0.078,,,,,164.4,3.67,,,,,,,16.292,0.245,,7509.7,7.1,7516.9,33.1,7510.0,5.2,0.228,0.528,68.38,0.05,,1.057,14.033,,,23.236,176.84,4.0,16.247,2.214,7476.3,7415.9,7339.6,7402.1,35.143,,-21.11,1.0,03:54:24,-19:11:20,03:54:23,-19:10:54,P95,03:54:24.68,-19:11:24.83,-25.1754,30.83484
NGC1080,0.026161,NGC1080,SN2009I,Ia,10416,PGC010416/NGC1080/MCG-01-08-003/IRAS02426-0455/AGC420231/6dFJ0245099-044239/2MASXJ02450993-0442388,G,2.7110771,-4.9209758,B024239.9-045516,2.7527597,-4.7107778,J024509.9-044239,178.39755,-54.8298317,299.410249,-27.7614207,0,SABc,B,,,,4.7,0.5,2.0,0.5,1.038,0.043,0.123,0.03,165.88,,,14.141,0.044,12.5,0.1,,0.56,,,87.41,4.17,,,,,,,16.268,0.393,12.97,7848.0,11.5,7845.0,4.1,7845.4,2.6,0.136,0.209,42.34,0.02,0.681,1.046,13.753,,0.454,22.839,129.79,6.39,16.246,2.493,7926.4,7838.2,7752.5,7628.2,35.264,,-21.511,1.0,02:45:10,-4:42:39,02:45:10,-4:42:49,P95,02:45:09.93,-04:42:038.8,0.976199999991,-10.19992
NGC1578,0.020374,NGC1578,SN2014cd,Ia,15025,PGC015025/NGC1578/IRAS04224-5142/FAIR0771/ESOLV2020140/ESO202-014/2MASXJ04234665-5135579,G,4.374989,-51.7136584,B042230.0-514249,4.3962917,-51.5994167,J042346.7-513558,259.6504039,-43.581774,237.9441658,-43.2041108,0,Sa,,,,,1.2,0.7,,,1.082,0.033,0.134,0.022,165.05,21.289,0.233,13.9,0.05,11.92,0.083,,0.79,,0.8,,,,,,,,,,,13.007,,,6173.1,20.5,6173.1,20.5,0.06,0.134,45.7,0.02,,1.082,13.628,,0.7,22.887,,,,,5998.8,6001.8,5898.7,6150.3,34.663,,-21.034,1.0,04:23:47,-51:35:58,04:23:47,-51:36:03,P95,04:23:46.65,-51:35:057.9,5.24820000005,-5.09988000001
anon22,NULL,PGC547157,CSP14abn,Ia,547157,PGC547157/6dFJ1356032-433432/2MASXJ13560316-4334319,G,13.8830784,-43.3310987,B135259.1-431952,13.9342179,-43.5755215,J135603.2-433432,315.1505279,17.7579749,162.1091429,-0.176677,0,,,,,,,,,,0.73,0.07,0.2,0.028,166.5,,,16.5,0.406,14.505,0.079,,,,,,,,,,,,,,,,,,6760.4,42.8,6760.4,42.8,0.374,,52.05,0.03,,,16.058,,,23.89,,,,,6497.1,6612.8,6606.9,6985.6,34.922,,-18.864,1.0,13:56:04,-43:35:09,13:56:04,-43:35:10,P95,13:56:03.18,-43:34:31.88,12.2334,-38.1226
anon23,0.06,SDSSJ124653.32+144748.4,PS1-14rx,Ia,4002840,SDSSJ124653.32+144748.4,G,12.7397493,15.0697206,B124423.1+150411,12.7814814,14.7968487,J124653.3+144749,297.7954699,77.6231739,101.6589036,2.071595,0,,,,,,,,,,0.411,0.384,0.033,0.1,,,,18.003,0.5,16.907,0.077,,,,,,,,,,,,,,,,,,19941.3,5.0,19941.3,5.0,0.134,,22.36,0.02,,,17.67,,,23.8,,,,,19840.7,19905.1,20048.0,20252.2,37.376,,-19.706,1.0,12:46:53,14:47:51,12:46:53,14:47:50,P95,12:46:53.33,14:47:48.66,-4.99560000007,1.34468
anon24,0.08,APMUKS(BJ)B141811.91-050120.8,LSQ14bjj,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,14:20:49,-5:15:01,14:20:49,-5:15:02,P95,14:20:49,-5:15:02,--,--
anon25,0.057,GALEXASCJ195932.30-565932.4,LSQ14bbv,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,19:59:33,-56:59:27,19:59:33,-56:59:28,P95,19:59:33,-56:59:28,--,--
NGC7119B,0.031982,NGC7119B,SN2014at,Ia,67322,PGC067322/NGC7119B/ESOLV2880010/ESO288-001/6dFJ2146152-463106/2MASXJ21461519-4631063,G,21.7172211,-46.7497449,B214302.0-464459,21.7708816,-46.5184452,J214615.2-463106,352.1593754,-48.9378846,235.6949048,16.8286055,0,Sc,,,M,,5.0,0.5,,,0.808,0.066,0.488,0.028,24.24,21.781,0.482,14.088,0.865,,,,,,,,,,,,,,,,,,,,9590.7,43.0,9590.7,43.0,0.083,0.812,74.94,0.06,,0.796,13.14,,,20.957,,,,,9541.1,9570.5,9406.7,9390.3,35.693,,-22.552,1.0,21:46:15,-46:31:06,21:46:15,-46:31:21,P95,21:46:15.17,-46:31:006.4,-2.60639999997,-14.59728
anon26,0.05,2MASXJ13434760-3254381,LSQ14ahc,Ia,683995,PGC683995/2MASXJ13434760-3254381,G,13.6820124,-32.6594425,B134055.2-323934,13.7298889,-32.9105833,J134347.6-325438,315.4482035,28.6855574,151.2847108,1.3522238,0,,,,,,,,,,0.59,0.085,0.34,0.028,72.5,,,17.23,0.5,16.035,0.075,,,,,,,,,,,,,,,,,,,,,,0.234,,64.68,0.04,,,16.996,,,23.92,,,,,,,,,,,,1.0,13:43:48,-32:54:35,13:43:48,-32:54:35,P95,13:43:047.6,-32:54:038.1,5.9994,3.09988
anon27,NULL,anon27-null,CSP14aar,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,05:48:23,-66:47:30,05:48:23,-66:47:30,P95,05:48:23,-66:47:30,--,--
anon28,NULL,2MASXJ06134795-6755146,CSP14aaq,Ia,3708581,6dFJ0613480-675515/2MASXJ06134795-6755146,G,6.2329503,-67.9038618,B061358.6-675414,6.2299917,-67.9207083,J061348.0-675515,277.9718108,-28.5050691,211.3031925,-37.3663243,0,E,,,,,-5.0,2.0,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,10781.5,26.4,10781.5,26.4,0.263,,,,,,,,,,,,,,10532.7,10577.3,10487.9,10848.3,35.934,,,1.0,06:13:48,-67:55:15,06:13:48,-67:55:15,P95,06:13:47.97,-67:55:14.55,0.448199999994,-0.450119999999
anon29,0.08,anon29-null,LSQ14ie,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,12:55:33,-32:56:40,12:55:33,-32:56:40,P95,12:55:33,-32:56:40,--,--
anon30,0.04,APMUKS(BJ)B033105.19-262232.9,LSQ13dsm,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,03:33:13,-26:12:24,03:33:13,-26:12:24,P95,03:33:13,-26:12:24,--,--
anon31,NULL,2MASXJ06380745-7543288,CSP13abl,Ia,243186,PGC243186/2MASXJ06380745-7543288,G,6.6644878,-75.6775246,B063952.2-754039,6.6354028,-75.7246667,J063807.5-754329,286.8875426,-27.0420249,207.6509376,-29.94165,0,,,,,,,,,,0.79,0.064,0.16,0.028,80.0,,,15.71,0.5,14.35,0.074,,,,,,,,,,,,,,,,,,,,,,0.431,,47.21,0.02,,,15.279,,,23.4,,,,,,,,,,,,1.0,06:38:07,-75:43:37,06:38:07,-75:43:37,P95,06:38:07.45,-75:43:028.8,-6.75119999999,-8.19987999999
anon32,0.07,2MASXJ03101094-3638017,LSQ13dkp,Ia,132141,PGC132141/DUKST357-012/6dFJ0310109-363802/2MASXJ03101094-3638017,G,3.1371754,-36.8225726,B030813.8-364921,3.1697042,-36.6337222,J031010.9-363801,239.681148,-59.2432169,262.2300084,-36.2419429,0,S0-a,,,,,0.0,3.0,,,0.827,0.057,0.036,0.026,,,,16.165,0.366,13.869,0.099,,,,,,,,,,,,,,,,,,20681.0,28.0,20681.0,28.0,0.073,0.016,24.79,0.02,,0.832,15.766,,,24.016,,,,,20603.3,20570.2,20451.9,20551.4,37.42,,-21.654,1.0,03:10:18,-36:39:19,03:10:10,-36:37:45,P95,03:10:10.94,-36:38:001.4,-14.0268,16.39992
anon33,0.07,GALEXMSCJ021234.60-372019.1,LSQ13dhj,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,02:12:34,-37:20:24,02:12:34,-37:20:23,P95,02:12:34,-37:20:23,--,--
anon34,NULL,anon34-null,CSP13aaq,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,04:19:47,-63:43:22,04:19:47,-63:43:22,P95,04:19:47,-63:43:22,--,--
anon35,NULL,2MASXJ05583036-6333386,CSP13aao,Ia,3705858,2MASXJ05583036-6333386,g,5.969729,-63.5627533,B055811.0-633346,5.9751,-63.5607222,J055830.4-633339,272.9223426,-29.9338233,214.7490895,-41.1541481,0,,,,,,,,,,,,,,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.226,,,,,,,,,,,,,,,,,,,,,1.0,05:58:30,-63:33:38,05:58:30,-63:33:38,P95,05:58:30.36,-63:33:038.6,-5.39999999997,0.599920000013
anon36,0.08,anon36-null,LSQ13dcy,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,04:55:16,-19:59:58,04:55:16,-20:00:05,P95,04:55:16,-20:00:05,--,--
anon38,NULL,2MASXJ01460987-6727579,CSP13aad,Ia,295277,PGC295277/2MASXJ01460987-6727579,G,1.7466942,-67.7156064,B014448.1-674256,1.7694083,-67.4660833,J014609.9-672758,295.0201314,-48.8128098,229.7885035,-19.3738908,0,,,,,,,,,,0.57,0.087,0.15,0.028,47.0,,,16.89,0.5,15.57,0.073,,,,,,,,,,,,,,,,,,,,,,0.105,,45.87,0.02,,,16.785,,,23.48,,,,,,,,,,,,1.0,01:46:09,-67:28:01,01:46:09,-67:28:00,P95,01:46:09.87,-67:27:057.9,-13.0482,-2.10012000003
E287-G40,0.030868,ESO287-G040,SN2013fy,Ia,67061,PGC067061/ESOLV2870400/ESO287-040/AM2134-471/6dFJ2137282-470209/2MASXJ21372818-4702090,G,21.5699929,-47.260871,B213412.0-471539,21.6244826,-47.035701,J213728.1-470209,351.8266143,-47.363156,234.1642365,17.4528202,0,SABb,B,R,,,3.6,2.1,1.0,0.5,1.049,0.038,0.11,0.025,135.09,22.412,0.311,14.246,0.229,,,,,0.6,0.82,,,,,,,,,,,,,,9254.0,21.0,9254.0,21.0,0.123,0.173,40.51,0.02,0.474,1.057,13.89,,,23.038,,,,,9200.2,9232.5,9070.1,9059.8,35.613,,-21.723,1.0,21:37:28,-47:02:07,21:37:27,-47:01:55,P95,21:37:28.14,-47:02:08.52,-17.0603999999,13.5236
anon39,0.019163,2MASXJ13265081-1001263,SN2013bz,Ia-pec,170248,PGC170248/2MIG1854/2MASXJ13265081-1001263,G,13.4035542,-9.7647358,B132412.8-094553,13.4474469,-10.0239861,J132650.8-100126,317.1383529,51.8683939,128.2913476,4.824737,0,Sc,,,,,4.7,1.2,,,1.025,0.047,0.507,0.028,150.67,,,15.45,0.359,13.573,0.114,,,,,159.55,8.83,,,,,,,17.066,0.6,,5795.0,8.6,5745.0,41.0,5792.9,9.3,0.193,0.825,76.44,0.07,,1.023,14.4,,,23.391,164.13,9.1,16.995,2.595,5603.4,5705.0,5791.6,6097.3,34.632,,-20.231,1.0,13:26:51,-10:01:31,13:26:51,-10:01:32,P95,13:26:50.81,-10:01:26.35,2.86740000003,-5.65004
E306-G16,0.037332,ESO306-G016,SN2013az,Ia,17566,PGC017566/MCG-07-12-008/ESOLV3060160/ESO306-016/6dFJ0539535-403045/2MASXJ05395346-4030449,G,5.6379471,-40.5378489,B053816.6-403216,5.6648502,-40.5124525,J053953.5-403045,246.0329846,-30.2668756,236.073598,-60.3175364,0,Sa,,,,,1.0,2.0,,,1.043,0.039,0.222,0.026,150.98,21.821,0.306,14.93,0.246,12.693,0.081,,,,,,,,,,,,,,,,,,11186.5,42.8,11186.5,42.8,0.139,0.198,57.94,0.03,,1.047,14.453,,,23.64,,,,,11000.1,10996.8,10937.4,11237.0,36.021,,-21.568,1.0,05:39:53,-40:30:45,05:39:52,-40:30:28,P95,05:39:53.46,-40:30:44.83,-21.9108,16.829
anon40,0.070048,SN2013as,SN2013as,Ia,5072045,SN2013AS,sn,11.838717,-18.710648,B115019.4-184238,11.8811944,-18.9888889,J115252.3-185920,284.2470706,41.7481785,131.4824674,-19.3846785,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,1.0,11:52:52,-18:59:19,11:52:52,-18:59:20,P95,11:52:052.3,-18:59:020.0,-4.4976,3.99999905198e-05
anon41,0.03002,SN2013ao,SN2013ao,Ia,5072042,SN2013AO,sn,11.7035097,-20.2503487,B114212.6-201501,11.7457222,-20.5280556,J114444.6-203141,282.4968687,39.6825141,132.7476544,-21.5343849,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.174,,,,,,,,,,,,,,,,,,,,,1.0,11:44:45,-20:31:41,11:44:45,-20:31:41,P95,11:44:044.6,-20:31:041.0,6.00119999989,0.000160000000449
anon42,NULL,2MASXJ02022241-6544090,CSP13Q,Ia,310643,PGC310643/2MASXJ02022241-6544090,G,2.0178244,-65.9759734,B020104.2-655834,2.0395583,-65.7358333,J020222.4-654409,291.7443737,-49.8232311,231.4010757,-21.1881752,0,,,,,,,,,,0.46,0.102,0.12,0.028,105.0,,,17.2,0.5,16.01,0.073,,,,,,,,,,,,,,,,,,,,,,0.147,,41.47,0.02,,,17.053,,,23.24,,,,,,,,,,,,1.0,02:02:22,-65:44:07,02:02:22,-65:44:09,P95,02:02:22.41,-65:44:009.0,-6.1482,-0.000120000009929
anon43,0.07,2MASXiJ0401529-263947,LSQ12hzs,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,04:01:52,-26:39:50,04:01:53,-26:39:50,P95,04:01:53,-26:39:50,--,--
anon44,0.0694,2MASXJ03194423-2700201,LSQ12hxx,Ia,3657134,6dFJ0319442-270021/2MASXJ03194423-2700201,G,3.293482,-27.1858687,B031736.5-271109,3.3289498,-27.00564,J031944.2-270020,221.4020687,-57.1087618,274.1660637,-38.995253,0,,,,,,,,,,,,,,0.0,,,16.61,0.5,,,,,,,,,,,,,,,,,,,,20808.6,39.3,20808.6,39.3,0.079,,,,,,16.323,,,,,,,,20766.3,20715.7,20611.7,20668.5,37.434,,-21.111,1.0,03:19:44,-27:00:26,03:19:44,-27:00:26,P95,03:19:44.22,-27:00:020.3,-3.28920000001,-5.696
anon45,0.06,GALEXASCJ110738.65-294235.5,LSQ12hvj,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11:07:39,-29:42:41,11:07:39,-29:42:41,P95,11:07:39,-29:42:41,--,--
anon46,0.16,anon-46-null,LSQ12hnx,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,02:35:18,-30:57:49,02:35:18,-30:57:49,P95,02:35:18,-30:57:49,--,--
anon47,0.1,GALEXASCJ024043.58-344425.0,LSQ12gzm,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,02:40:43,-34:44:26,02:40:44,-34:44:26,P95,02:40:44,-34:44:26,--,--
NGC7580,0.015967,NGC7580,SN2012gm,Ia,70962,UGC12481/SDSSJ231736.40+140004.4/SDSSJ231736.39+140004.3/PGC070962/NGC7580/MRK0318/MCG+02-59-019/LGG471:[G93]006/KUG2315+137/IRAS23150+1343/CGCG431-034/AGC012481/2MASXJ23173637+1400034,G,23.2515985,13.7277154,B231505.8+134340,23.2934451,14.0010743,J231736.4+140004,91.0593152,-42.988947,304.4722176,26.7860229,0,Sb,,,,C,3.0,2.4,,,0.897,0.06,0.087,0.04,41.29,20.213,0.349,14.254,0.116,13.556,0.128,-0.07,0.58,-0.245,0.51,98.38,3.76,,,,,,,15.392,0.158,12.632,4433.6,5.0,4410.4,1.7,4412.8,5.3,0.198,0.131,36.53,0.02,,0.912,13.892,-0.135,0.489,22.332,165.27,6.85,15.37,1.478,4655.6,4577.6,4478.5,4056.4,34.073,,-20.181,1.0,23:17:37,14:00:05,23:17:37,14:00:09,P95,23:17:036.4,14:00:03.87,8.96460000008,5.13252
ESO510-G034,0.037906,ESO510-G034,LSQ12cfx,Ia,49808,PGC049808/ESOLV5100340/ESO510-034/6dFJ1359420-252243/2MASXJ13594200-2522423,G,13.9479697,-25.136242,B135652.7-250810,13.9950047,-25.3784118,J135942.0-252242,321.8124884,34.9781971,145.4358119,7.2493133,0,S0-a,,,,,0.1,2.9,,,0.908,0.048,0.215,0.022,107.92,21.669,0.424,15.813,0.69,13.365,0.075,,,,,,,,,170.0,8.21,0.23,0.01,,,,,,11403.3,46.5,11403.3,46.5,0.313,0.102,58.46,0.03,,0.929,15.227,,,23.95,,,,,11181.2,11295.6,11334.8,11665.0,36.105,,-20.878,1.0,13:59:42,-25:22:42,13:59:41,-25:22:51,P95,13:59:42.02,-25:22:42.28,-15.2538000001,-8.71752000001
anon51,NULL,anon51-null,CSP12N,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,12:38:16,-15:06:33,12:38:16,-15:06:32,P95,12:38:16,-15:06:32,--,--
anon52,0.06,GALEXASCJ101741.80-072452.2,LSQ12agq,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10:17:42,-7:24:54,10:17:42,-7:24:54,P95,10:17:42,-7:24:54,--,--
anon53,0.1,GALEXASCJ105517.85-141757.2,LSQ12aor,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10:55:18,-14:18:00,10:55:18,-14:18:01,P95,10:55:18,-14:18:01,--,--
anon54,0.105,2MASXJ05310364-1948063,LSQ12ca,Ia,850292,PGC850292/2MASXJ05310364-1948063,G,5.481605,-19.8381328,B052853.8-195017,5.5176778,-19.80175,J053103.6-194806,222.8249419,-26.2418389,281.7721818,-69.6119861,0,,,,,,,,,,0.59,0.085,0.4,0.028,24.0,,,17.58,0.5,,,,,,,,,,,,,,,,,,,,,,,,0.212,,68.8,0.05,,,17.368,,,24.27,,,,,,,,,,,,1.0,05:31:04,-19:47:59,05:31:04,-19:47:59,P95,05:31:03.64,-19:48:006.3,5.39879999998,7.29999999998
anon55,0.025017,IC0803NED01,SN2012G,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,12:39:36,16:35:16,12:39:35,16:35:12,P95,12:39:35,16:35:12,--,--
NGC975,0.020384,NGC0975,SN2012E,Ia,9735,UGC02030/PGC009735/NGC0975/MCG+01-07-009/CGCG414-017/AGC002030/2MASXJ02332274+0936063,G,2.5116973,9.3823996,B023042.1+092257,2.5563167,9.60175,J023322.7+093606,160.3618863,-45.7314496,313.3071191,-20.4761602,0,S0-a,,,,,-0.1,0.4,,,0.926,0.071,0.129,0.028,0.5,,,14.331,0.378,,,,,,,171.09,10.14,,,,,,,17.141,0.42,,6118.0,6.0,6111.0,50.4,6117.9,4.4,0.322,0.052,46.12,0.02,,0.947,13.865,,,22.623,237.36,14.4,17.12,3.255,6266.1,6161.4,6098.9,5879.9,34.738,,-20.873,1.0,02:33:22,09:35:30,02:33:23,09:35:06,P95,02:33:22.74,09:36:006.3,3.89819999998,-60.3
CGCG048-051,0.027762,CGCG048-051,SN2011jt,Ia,53208,SDSSJ145323.40+025759.5/SDSSJ145323.39+025759.5/SDSSJ145323.39+025759.4/PGC053208/CGCG048-051/2MASXJ14532341+0258000,G,14.8478025,3.1700336,B145052.1+031012,14.8898382,2.9665402,J145323.4+025800,358.5764847,52.1392325,121.9564265,29.2598937,0,Sb,,,,,3.0,2.0,,,0.721,0.077,0.143,0.029,6.9,21.874,0.261,15.815,0.412,14.493,0.091,,,,,,,,,,,,,,,,,,8320.3,3.1,8320.3,3.1,0.196,0.212,45.93,0.02,,0.734,15.346,,,22.922,,,,,8237.6,8327.8,8406.5,8528.8,35.445,,-20.099,1.0,14:53:23,02:58:00,14:53:23,02:57:43,P95,14:53:23.42,02:57:59.54,-6.26280000005,-16.54472
PGC170294,0.02431,PGC170294,ASASSN13an,Ia,170294,SS2b239.009/PGC170294/6dFJ1345365-071935/2MASXJ13453653-0719350,G,13.7164063,-7.0762865,B134259.1-070435,13.76015,-7.3263611,J134536.5-071935,325.7076369,53.1330622,127.0758177,10.0517396,0,Sa,,,,,1.0,2.0,,,,,,,55.0,,,14.93,0.5,,,,,,,,,,,,,,,,,,,,7286.7,14.5,7286.7,14.5,0.169,,,,,,14.67,,,,,,,,7117.6,7218.4,7304.6,7575.0,35.131,,-20.461,1.0,13:45:37,-7:19:32,13:45:36,-7:19:32,P96,13:45:36.54,-07:19:034.9,-8.09999999991,2.89996
PGC004701,0.017752,PGC004701,ASASSN13ar,Ia,4701,VV478/PGC1018800/PGC004701/MCG-01-04-025/2MASXJ01184264-0726588,G,1.2699736,-7.7123676,B011611.9-074245,1.3118649,-7.4496901,J011842.7-072659,142.3720835,-69.2856011,290.8272236,-7.6787311,1,Sbc,,R,M,,3.9,2.5,,,1.002,0.046,0.033,0.024,,,,15.045,0.356,13.325,0.084,,,,,,,,,,,,,,,,5321.0,5.5,5322.0,10.0,5321.2,3.3,0.238,0.054,22.76,0.02,,1.023,14.719,,,23.733,,,,,5442.4,5362.3,5238.8,5019.4,34.404,,-19.686,1.0,01:18:44,-7:26:58,01:18:42,-7:26:42,P96,01:18:42.71,-07:26:58.88,-10.7046,16.88436
